label	company_name
68	MediaBoost
9	DesignBay
26	NewTarget Web
37	Buy Our Honeymoon
8	Widgenie
23	Ologeez
16	Carzone
8	Clicklab
59	eXo Platform
47	MicroAid Projects
42	Kinnetic
53	Noventi Ventures
83	RezOvation
68	MECLABS
89	Massively Me
1	HomeSpace
17	ViaMobility
39	Feria.TV
25	imageloop
45	Base 10 Web Solutions
37	Travellerspoint
3	Stockbox Photo Gallery Software
23	Regator
42	EC-CON BV
40	Nielsen Online
34	Monolithic Memories
70	AdGent Digital
68	Allyes
85	Ascend Internet Marketing
26	Altersage
8	Insophia
38	Prolebrity
39	Icehouse Pictures
77	The Groove Alliance
19	Lightstage
77	Ammunition Group
8	YouVisit
48	The Give Foundation
79	Spoiltchild
45	GCHQ
55	Lingtastic
2	Ntractive
23	linguaseek
72	i-level media group
73	MyDouble
60	Netemic
35	LionSaves
73	Chapatiz
8	Fulcrum Analytics
18	Linkool Labs
68	Sitofono
73	Black Book Singles
8	Phantom Consulting
25	iTrans
55	SourceSouth
39	Gretastudio
85	Amazee
19	Kazoome
17	my247.mobi
85	iFlaker
38	We're Not Afraid
36	Scavenja
52	webme
88	Icontem
17	SMS Poll
58	Homepage Baukasten GmbH
45	SmarTeam
34	Gorenje
21	Rexyo
29	Streetline
41	Sea * Side Syndication
23	Brownbook.net
83	Vimukti Tehnologies
78	Adorn Technologies
19	muzu tv
75	Skillr
54	SoGlos
6	MedicareSaver
85	Blinkweb
58	Agitar
15	ArtHitch
73	United States Marine Corps (USMC) / U.S. Marine Corps
64	iLium Software
73	Smokersbench
23	LookupPage
90	Dynamic50
88	Aldor Solutions
51	Webalytics
54	Global Market Hub
23	Speckly
87	Devshop
90	Lava Row
15	Fingerhut Ventures
42	InfoWorld Media Group
45	Recordcup
86	Jibes
37	MobiMate
42	Nexdot
23	Orixa Media
8	nexTier Networks
39	EasyTweets
74	Scriblink (SITE NO LONGER IS UP! - TAKEN DOWN!)
79	MyWikiBiz
14	Rockstar Games
87	Cherwell Software
18	YoogliMusic
29	Future Electronics
14	Snipitron
55	Udenti
62	6nema.com
8	Vanu
89	Nexicon
8	UAttention.com
8	Market Trading Technologies
6	Rootdown
39	Sexinema
6	SparkPeople
52	Gizj
88	Instil Software
75	amCharts
52	Gateway TechnoLabs Pvt Ltd
23	Opportuno
77	Minted
3	OMC Design Studios
1	FocusAbacus
47	FoodCare
39	GiantBomb
4	GenePartner
10	LeadCreations
14	ScientificMatch
13	All Widgets
21	Rofo
29	Castle Ink
69	12seconds
40	Wired Magazine
8	Full Spectrum
29	Unicsis Technologies
84	Nearsoft
84	eVectis Technologies
19	mywire
60	StudioNow
21	MSE360
77	LucrativDesigns
10	ResearchScorecard
87	Publictivity
55	Supaproofread
79	Gopher
52	Reflexions
10	ExpertCEO
83	Prezi
46	India School Fund (ISF)
78	SOLTECH
17	Kinoma
76	RentWiki
70	ChosenList.com
73	Graphsy
45	Mollie
25	Spreed
81	Carl Diver Advanced Manufacturing Consulting
57	perspctv
5	MedRespond
42	Lexnet Consulting Group
26	Sharkstrike
26	Yellow SEO
17	Rememble
54	Hyperactive Media
88	CommunityWalk
8	SimplyHelp.ca
66	Tipic
8	Near Global
84	Coaxis International
8	CompuBase Internet Solutions
39	Network Foundation Technologies
69	InstantBull
70	Suite101
35	Your Policy Manager
26	Distilled
51	ITBrix
8	Zentu
55	SyllabusCentral
88	Art+Logic
20	Informacije
79	Icebox
23	BuildaSearch
35	Traders Laboratory
29	SDI Semiconductor Instruments
10	SocialShake
10	WebStarts
85	InteliArt Media
27	Pricelock
30	Build-to-Order
32	Reality Online(Reuters)
88	Dabbledoo
11	Hash Train
38	Elfwood
1	Pacific Crest Inspections
45	CanalGOLF
77	EscapadaRural
45	MoneyBackJobs
14	Pwned
18	imthemusic
39	YouGizmos
89	Loaded Media
78	SnapTortoise
8	Smartsbr
12	GreenCine
35	Dig N Swap
72	Sixty Five Design
2	Sixent
45	CoNotes
10	Commily
67	Treasuremytext
73	RevJobs
73	AccuConference
49	Politics4All
39	Tubefilter
53	Willard John Thomas
71	Ambient Devices
19	IndieMundo
72	fliply
73	UltiZen
8	Cazoodle
0	Africaincorp Media Network
44	QuietAgent
54	TheWrap
16	tish-o
22	Mivanti Systems
77	MylaundryOnline.com
2	StrikeIron
31	SolarCraft
29	MOBI Technologies
64	Widgetlabs
23	ProjectX Technology
14	Amerifun
87	Axiom Software
54	OpenZine
44	Koofers
26	SDH Interactive
38	East Bank Club
29	Inkspin1
74	Thaddeus Computing
42	Cta Informatica, S.R.L.
12	myJambi
26	Digital ReveNew
26	Power Technology
74	Availink
2	Nextiva
79	Team Atlantis
29	Diggingshop
30	DeepVu
45	Aucland
43	The Food Channel
55	Exvo
77	buyPlexus
36	Fotoviewr
48	Rated Best
85	WebMindtree
5	apomio
2	Big Blue Q
8	Help Scout
19	Palestra
74	TWiT
17	BitWave
70	Non-Member Films
11	Think Brilliant Media Studios
8	Indicus Software
47	SocialDecks
19	MindThrow
46	The Computer Classroom
88	SuperSaaS Online Appointment Scheduling System
64	Contrast.co
44	Twffaha
10	Ranqd
41	Needzilla
10	Updating.Me
83	Redwood Software
8	Atigeo
16	PriceAlerter
72	TrafficReport.com
56	WebBiographies.com
23	NachoFoto
54	Fusion Media
72	Thomas Publishing
10	ScapadasAmorosas
62	Whooligan
8	Camcorder-batteries.us
25	ShopCastTV
88	Rush Hour
55	Beaupre Public Relations
5	cosinity
10	Shooting People
68	PDG+creative
17	Jivjiv
8	Spotmau Corporation
40	Having Things Done
69	IdenIve
83	ConTrust
42	Contoural
29	DataCrunch
1	Istanta Group
17	GoPlanit
72	Supponor
40	Smartdex
84	Draconis Software
45	ProTrainings
68	Twittad
58	i-CD Publishing
16	International Drug Mart
47	Polytechnic Institute of Leiria
21	Google Japan
55	IncSpring
37	Worldres
45	EDIGMA - The Touch Company
83	InfoReach
73	BringIt Sign Up Sheets
7	Moonjee Corporation
69	Crisp Thinking
20	BeTheBetterMan.com
85	WebBizIdeas
23	SM Onyomo Infotech
36	Lime Productions
88	Intera
50	2Big2Send
74	Aventure Media
38	Aitito
77	QuoteTotal
61	TownConnect
42	Frontier Management Group
90	Oh!STUDIO Media Solutions
54	Swarrm
48	MyFavz
8	HexaCorp
64	Softonic
8	The MegaPhone Company
64	BlueHaze
5	Lavipharm Labs
45	Tumbltape
55	Bizventurez
1	Neighborrow
77	Reputation.com
72	Ad2pro Media Solutions Pvt. Ltd. (2adpro)
49	PlayerMania.com
8	EmailTray
88	Spectrum Bridge
64	Shastic
66	Call Me Later
82	Legalicious
71	Connectbeam
1	American Home Loans
45	Cinergix
20	Toobla
18	Band Metrics
54	TickerGram
67	Taglocity
34	Impulse Devices
55	Tavant Technologies
0	Altos Research
1	Glenwood Group
8	Data Jelly
19	ved.io
82	IdeaBlade
14	Hangout Industries
73	SnaffleUp
55	samepage.in
10	Vizzual
20	Avazed
81	Dynamic Systems Ltda
10	docrage.com
88	Scripped
69	Cruvee
40	BaseKit
42	Mandalorian Security Services Ltd
66	Fastmetrics, Inc. Bay Area Business Connectivity
55	Spiral Shell Web LLC
42	SysArc
70	Vydoo
8	PG Learning
81	Raland Technologies, LLC
28	LiveHive Systems
29	IT Stocklist
15	The Retail Zip Company
45	iLogon
69	Bankogoliki.ru
10	Gays.com
66	StarBlue
72	Hebei General Metal Netting
19	Historia De La Computadora
73	Advanced Power AG
84	Integration New Media (INM)
10	Gravityspot
55	The Creators Vault
89	nextep
16	card USA
55	Quantum Voyage
46	Magoosh
47	Givology
10	FotoDesk
45	PROJECT DIRT
58	Clotho Business Solutions
77	Brick Marketing
82	GCR Inc.
77	Junkaloo
85	LinkXL.com
87	SQL Farms
61	InternshipRatings
26	Toputop
42	NeoHire
23	Veteri
23	Jobmixi
14	Valve Software
79	Middleshift Consulting
79	Underdog Media
68	GeogTV
11	Alwayswater
32	MarkTend
11	Ideavity
11	ecomii
2	DocLanding
69	(fluff)Friends
44	Infostud
4	Giant Robots of Destruction
84	Open Lab
73	Livebiznet
68	Reve Marketing
66	Fonolo
42	Monkey Doctor
42	Glued Network
74	LetsEat.at
26	The Lost Agency
61	Verteego
14	SayTweet
88	Bookess
42	Integrated Direct Marketing
79	hornet
73	Fat Dalmation
10	Hobeze.com
55	ehire.pl
44	MonCV.com
69	CityVoter
56	Oboulo.com
10	Combell
87	US Interactive
14	Mockingbird Games
84	Roomex
66	Hexolabs
65	Beeby Clark + Meyler
49	EpicSessions
10	iTecom
7	302designs
90	nodes
45	Extrakoll
70	Advertise.com
55	eWrite
11	Contrast.
24	Navara
60	BuzzStream
5	Simple Natural Solutions
59	WinkSite
37	NOTCOT
10	Lanxer
29	Exajoule
1	Vericia
52	Vinfotech
84	GeniTeam
78	Designious
34	BrightVolt
23	Radio One Llama
8	BonzaDat
44	Whereismyboss
77	MouthShut.com
17	Flameguard Fire Equipment, Inc
56	The Beaufort Gazette
56	The Times Herald-Record
57	Journal Newspapers of Southern Illinois
57	Mielus.ro Network
51	YammerMail
29	PCH International
8	Total Immersion
49	Dreamfoot
42	smashLAB
85	Content Kings
5	eMedReport.com
29	litl
26	LotusJump
83	FISCAL Technologies Inc.
64	Visuamobile
46	FreeStudentEducation
88	IntoSpace
8	Opencola
16	1FreeCart
79	Ilse media
78	Tagpoint
2	Demand Solutions Group
64	noise.io
71	Electric Pocket
70	TicTacTi
73	SportsGenie
3	HyperTEK Corporation
1	mnlakeplace.com
8	WiredRed
42	Mindomo
39	MyCookingShow.TV
85	ad loc. design
42	PolygonsWild
16	SpecSuperstore
72	Airside
72	Acknowledgement
31	Unitrove
23	WhatClinic.com
17	CipherCities
16	Artvalue.com
83	IGG Software
28	Fusion Creative Studios
29	Mozaik, LLC
8	TheOne Technology Group
72	Adblue
87	KAYXO
69	Trailfire
79	Access Point
17	Spaceblue
7	Folica
2	bizk.it
59	Usernamecheck
40	Apaja
38	Apaja Online Entertainment
77	XinXii
16	Restore Doctors
8	Noesis Interactive
78	ANEX
34	WaferTech
34	Moser Baer
14	THQ
21	Miracle Labs
36	Trunk Archive
42	Happiness Foundation
80	Voice2Insight
23	SnappyFingers
16	Vinfolio
2	Marcellus
0	iRISQ
88	SWCMS
47	Clivir
36	YourMagicPhoto
68	my6sense
2	Siondo
54	WNYC Radio
29	C-KDeals Technology
49	Bleacher Advisor
72	BuzzBuilder Pro
45	Camstreams
8	Buzzr
70	MediaMobz
19	AdPassage
16	DataJoe LLC
79	MediaBrains
60	Virtual Strategy Magazine
73	Favy
61	ResearchGate
73	Global Information Concepts
10	Cleartext
62	clipshare
52	Agriya
85	Yalwa
18	TVT Records
28	HitGrab
12	RealGifts
19	GotGame
53	MOZO
11	The Game Creators
10	JobeeHive
78	Vesess
47	Xtranormal
83	ReverbNation
41	Sportzu.tv
1	Ascend Solutions
45	TripyNote
56	PCMag
80	ControlCase
73	PokerDIY
23	MechanixLoop
53	Iteria, SARL
73	Naymz
8	CardScan
52	McRaaN Systems
36	CHEEKMagazine.com
73	First Orion Business Data Services
1	Magellan Development
2	MediaSignage
72	Alist
65	ZLOK
73	Dilogs
7	NSB
23	Iterend
45	My Shelter Helper
53	Austria Wirtschaftsservice
33	SSI Technologies
16	Hamptons Wine Shoppe
74	BAM Studios
0	Suksh Tech.
48	GotoDaily
79	InfoUSA
37	Villa DAlessio
26	Loudlaunch.com
64	United Lemur
78	Intelliants
3	OpenEdit
45	smartcine.com
64	XE Corporation
8	Blizzard Entertainment
32	Legalforce
10	Sporting Communities
10	Clubbyclub
62	Netzsprecher
8	EDI Specialists
85	IMX Solutions
40	Diffbot
49	Athleon
72	AWeber Communications
29	Geonet Enterprses
8	QuickShow
45	Vox Media
18	Effanel Music
90	Foundeo
17	Asyncast Corporation
18	Splash Studios
10	PlanMySite
16	onur yapı malzemeleri tic ltd sti
42	Red Sky Interactive
3	Online Insight
29	WifiRents
55	NuWire
83	Brickfish
32	O'Melveny & Myers
79	Neoganda
39	SmartVM
8	Signature IT
54	Stellar Tickets
0	iLetYou
77	Local SEO Guide
39	Talk&Do.TV
19	Awdio
68	Red Ventures
70	Recast Digital
8	EdgeStream
62	Totlol
79	soberrecovery.com
6	Addicted.com
8	Alliance Card
43	Portecenter.nl
87	Rubysophic
54	My Rental Units
16	Rede Parede
52	Platoon Technologies
10	Umicom Group Plc
19	Indomite Music
46	Yobler
15	texperts
85	Yugster
8	Inevo
73	GigaShift
44	InternshipIN
20	JR Language Translation Services
45	RateTheCoach
41	RateMyCoaches
87	Free CRM
85	Ecato
87	IJ Solutions
8	NHibernate
88	Nth Penguin
54	Agence France Presse (AFP)
40	Digital Mint
44	Razume
42	The DigiTrust Group
67	clearTXT
3	Xtreme Heights
53	SpaceTec Capital
86	OrcaTec
68	AccessSportsMedia.com
1	Homes Security Systems
16	BooksOnBoard
74	ContentRealtime
46	African American Research Library-Broward County
40	Webwag
47	TeacherTube
60	148Apps
15	Mondo Food
45	Peerflux Inc.
72	MahalaSMS
29	Northstar Network
39	World On-Demand
74	Jaincotech
58	LINKBYNET
74	Lion Burger
79	GOOD
85	Sidneyrees.com
37	Sneha
24	RAM Mobile Data
7	Shop4cloth
83	Egenera
54	Newsified
57	Newzwag
72	AME Info
1	Tenantplus
82	Zensoft Studios
63	ZOOZ Mobile
10	Imagine Golf Club
15	cartango.com
20	aladom
53	Finacity
42	Pilot Systems
10	fanBunker
55	PrNewsNow.com
41	Make'n Movies
62	MovieFlix
78	A Beautiful Site
64	iTuneAppReviews.com
58	Dorman Media
73	GetVoIP.com
42	focusQA
64	Enough Software
73	AmeriGlide
70	Eyeview
29	Cymbet
84	Kynetx
50	Cyphercor
63	Kwyno
63	Innoz
51	galaxyadvisors
70	VideoMark
17	Mobyko
26	SalesOnlineWorld
10	ServicePals.com
52	Aligned Global
72	Datachamps
74	ebridge
36	Twine
25	Fuzzyshot
73	Experiential Design Lab
77	DIYscene
47	EF Englishtown
88	Fingertime
79	Webzine Articles
41	iStockCV
63	CityLive
64	Launch 10
8	Brekeke Software, Inc.
46	E-CollegeDegree.com
28	SocialToo
49	Prospect Planet
45	PocketSmith
82	Humboldt Technologies Inc.
79	Worlds Top Brands
77	CardZ.com
73	CentPoker
7	DoggieInk
17	Somewhere In Net
65	MediaMath
87	Symphony Services
19	InnovSoft Consulting Limited
54	TheMarker
42	SingleStone
69	Starling
10	MyVishwa
12	AGORAZ.com
18	Phibble
81	Weinstock Consulting
8	metoCube
83	Prospectvision
36	Herrmann NA
54	Rezorter
72	Quirk eMarketing
17	VIVA MULTIMEDIA
72	Kehalim
45	Wipee List
16	Navio Systems
88	Roxen Internet Software
16	Kadolog
79	4am Design and Technology Labs
18	MP3WhiteLabel
7	Forever Precious Jewellery and Diamond Ltd.
72	Vayan Marketing Group
8	Software Architects, Inc.
8	Hirebridge
81	Clew
52	Extendi
38	YourChristianSpace
45	FaithFreaks.com
10	MyPraize
20	Carbonmade
42	Blue Parabola
52	Byclosure
