0,1,2
2.0146072,-1.5686507,-3.978983
7.002345,-8.213478,5.916043
-4.543338,9.424757,-1.0082496
-13.523298,-2.303823,0.877905
2.716096,5.8043675,-0.5813824
-0.09762819,2.873512,-10.902919
-0.7148612,3.1121192,12.396198
-7.247172,-9.181882,-2.1335878
3.437826,-8.293415,-4.964609
5.9865274,3.5758977,-3.5569856
-0.71964735,-3.1610677,-8.307683
-0.74311453,3.1069899,12.415369
-3.5407896,-2.1437037,9.824565
-9.802095,5.2594934,-6.9674625
-7.1829743,-9.252015,-1.9652478
4.9245095,0.9464043,8.078644
6.8275285,9.93571,0.018652037
12.217343,-2.2029557,-5.9557486
-3.2133112,12.299643,3.4674795
6.8618116,-11.715472,-0.3421654
0.14843488,-4.3925276,-7.593956
1.3075807,13.83796,-1.4785386
2.584774,-0.6882734,1.4302962
2.99455,-7.45661,10.783582
11.808767,-0.4307326,-6.265814
-0.74924207,3.1103544,12.415171
1.8045981,9.057546,-6.961384
1.3686872,7.1441855,-3.6473076
3.6116457,-0.17358954,-2.1964395
2.4648015,-8.657243,9.529861
-2.5781934,-5.8789606,2.442547
7.9601536,-1.3293858,-9.01294
12.783147,1.5709054,4.3335533
-2.3981538,10.339191,2.3673158
1.3583606,-2.8353732,-2.8832817
3.899164,9.897982,-1.3367401
12.436394,-3.5778766,-4.8767767
11.823189,-4.805575,5.2875853
-2.8683414,-1.1622455,2.520435
1.8297112,2.0821598,-13.35794
3.8639557,3.5917373,-11.143957
1.7152565,5.3026247,-4.179448
3.996308,7.222553,5.1273437
5.034196,0.40393034,11.037311
-7.914166,-10.531085,-3.825138
4.5719485,0.853452,-7.0759683
8.669654,8.377235,-1.3521891
12.390962,-2.31103,-6.283811
0.07543994,11.254326,7.550243
6.1234884,5.742996,-1.6836302
6.11357,3.233068,-1.8887805
7.205801,-8.804212,3.6580994
-0.75397784,3.1009395,12.410436
2.4585643,5.815372,-0.6957836
8.926334,-5.855896,-5.482625
2.9277368,4.3589106,3.3581855
-1.2996731,14.491832,0.3022797
3.4425693,6.913464,7.08712
-9.580292,3.695207,-0.54952073
7.39014,10.044914,-5.023513
-3.804268,-3.131776,7.6424556
0.96864796,-6.8815856,0.7191952
9.350693,-4.489391,-4.604627
-10.5617075,4.0440145,-6.5106535
7.633036,-1.505887,4.423147
9.226979,-1.9288025,-8.276555
-6.720739,-3.2878165,3.1556964
-1.032194,12.659248,6.236608
0.5600493,-9.733273,5.3092294
10.488743,-8.660104,-2.8742442
-0.4726393,11.201694,2.9316862
5.0860305,4.5010986,10.10395
4.9862022,2.4467106,1.360189
3.3758507,7.007095,7.1673117
10.591936,-6.7961917,0.5800933
-0.7260194,3.1226966,12.400001
3.4638364,-5.1046844,9.492842
7.019769,-2.6956458,9.9911175
8.491339,-7.326947,-1.8162955
1.89704,-0.094330624,14.245255
-0.50116956,-3.358256,12.073736
6.41967,0.83103603,-10.23605
10.548999,-8.5764,-2.686764
-2.30163,-2.3018098,10.263775
-6.42572,9.37453,-8.358381
-1.427403,1.580101,-5.7058997
7.115929,-0.89484894,4.9855156
-4.4573812,6.3964906,3.2656872
-13.787679,-2.29101,0.9251014
12.321817,2.1946714,5.9217544
4.538953,-5.717819,-1.2614684
1.3462472,-2.1784692,1.0548232
8.660737,-2.5988388,-7.21286
-9.29186,-2.0558681,0.545178
0.15910402,-6.116676,7.923119
-3.4837544,-10.104764,3.6672142
-3.2819645,-1.1002966,11.877274
-3.372093,12.439419,3.3965204
3.9591665,1.6667553,7.264492
-0.95396924,2.8948338,12.283293
5.0182676,1.3384185,11.211261
5.607577,4.4359775,-10.566968
6.8110733,-11.525219,1.7815521
10.429435,-8.674042,-3.0850008
-1.3205568,14.524361,0.2929523
-3.1902156,0.111148536,-10.233965
-3.6960006,0.28381938,11.335537
-0.80749077,-9.609166,1.7580495
11.260038,-6.628124,0.0814307
-6.542529,1.5501791,-8.27398
5.121722,4.830551,5.2169147
-4.720279,1.2599299,10.752046
0.18393375,-6.0999293,7.9409328
3.487563,-3.8946562,9.117252
3.534467,-8.119179,4.622529
10.950537,-1.6240445,-3.176748
4.8947296,-5.241725,5.9757466
-9.920934,9.436294,-1.1144544
-3.3026538,3.2228277,-3.5400977
0.017384643,2.8733215,-10.976768
-1.2217504,2.7880173,12.641177
5.9701977,5.602723,-8.940833
7.8233,-8.343807,4.5905204
12.425847,-3.5503714,-4.892187
-3.584859,-1.4896045,-1.7302068
10.481826,0.2991328,0.63815624
4.3894844,3.452273,-4.6699843
3.4463882,-3.9560723,9.521674
4.9062414,3.1955187,-5.6134768
9.560178,3.2268314,9.004182
3.518656,-7.80029,8.787594
-9.418441,-5.3818345,-2.8923912
-2.9146392,12.033043,3.5759182
4.926107,-4.1671724,-6.6204796
-0.41537574,12.153093,0.42630553
3.1137009,-5.287066,8.62428
-5.200377,3.0569894,6.428609
5.1071067,4.7250695,9.852123
1.0846232,10.325212,6.6291428
1.9352417,-8.023894,2.6653683
11.726593,-4.583935,5.2793794
-7.1599164,9.651671,-0.4391613
7.8229833,-1.3277199,4.0728536
2.6531327,2.6176128,1.8762361
6.3872404,-0.26588586,12.920515
3.9051833,7.1489105,5.2365193
9.3551235,-2.6804352,1.862916
-4.8171754,3.395074,6.056664
0.07294998,11.259726,7.561545
7.3078485,-7.503414,5.3587737
5.6489077,-0.5039394,1.8702456
-3.7987208,2.1957371,5.853162
8.802913,-0.55867255,-8.500652
0.94136757,0.16547453,8.038116
8.104406,-6.961529,-5.293074
5.0376873,0.38738254,11.037107
11.293417,7.6372933,1.097709
5.7478857,-4.381437,-7.2788205
2.1278312,2.23549,-12.47535
-3.6626556,10.4312725,6.6031694
11.058264,8.344242,4.1000495
6.8721247,2.0466795,-9.893354
6.510745,3.2143831,8.844858
2.377912,-3.5820217,-2.8993192
9.378971,-6.398835,-5.4852185
-0.3362304,9.976222,-1.649125
2.4016964,3.3262196,-7.9840593
-6.760083,-1.7115502,-1.055938
3.3253624,-3.5919719,-3.740937
-0.14324275,-1.2330563,-10.031481
11.3511915,-4.3932977,-1.9486027
6.275849,-6.3452845,0.5781914
3.8832605,7.0984817,5.2339873
7.7184997,-2.6046674,5.5456934
2.482004,3.1585355,5.4923453
-2.7968235,10.1906595,-5.4301157
2.2145233,3.0114152,-8.132811
9.006522,4.5453877,7.2379265
4.7611756,0.030918067,8.386749
-10.932795,-3.1864107,5.1590033
2.086941,-8.926009,9.70252
2.0541282,-8.929978,9.678745
7.141744,-0.8960784,-7.2910028
2.5255036,-9.367687,8.541749
-1.2467982,4.25878,5.9725385
-10.07965,2.5107825,3.1680973
8.156823,-8.440683,6.3331804
3.6083746,-10.649886,8.151006
1.2281207,-4.1092653,-3.1627645
0.97733027,-4.6921024,-5.2212987
-1.8142962,9.382581,-5.4293203
4.9791255,-3.9306204,8.753143
-8.508107,-7.517176,3.752353
7.424254,-0.5471972,12.43834
0.6835439,-6.4327927,-9.230457
-9.302887,6.889921,-0.87073547
-0.5097819,-12.428085,5.4090037
8.859722,-7.291567,4.8797665
2.271266,0.6641174,-11.50201
7.731141,-1.0408103,-8.574131
6.8559074,5.2772574,-5.960593
4.083119,-6.372196,6.352163
-8.917022,-7.5132213,-8.97482
-1.3508271,7.4144096,6.703245
6.7594385,4.9849086,-0.8947931
-4.591892,2.08291,-11.134755
10.460046,-8.637202,-2.9759421
12.200914,-2.2215688,-5.925312
6.7797894,-1.9878346,-3.9263992
-3.6455257,13.00723,4.087666
6.8358593,-6.4700065,2.6902373
5.2230487,8.171599,0.20775977
-8.590974,0.15015762,0.95768994
12.204555,6.887032,2.5230033
8.777348,-3.169181,2.0549886
4.877836,2.7247028,1.9962157
7.7339315,7.6331773,-1.3116347
-7.4404984,-0.198591,10.129882
4.663944,-13.197059,0.9081074
-2.2177265,10.491158,2.4788039
-1.8306642,2.7337813,12.878849
4.914354,-4.1612425,-6.615047
6.4035497,3.06652,1.4849024
2.047578,1.3814772,14.38865
10.730635,-8.1343975,-2.3436384
-8.075143,11.03806,-5.1202836
2.95693,-7.928971,9.078788
-13.126199,-1.9677172,1.030819
-0.70327437,12.23458,5.5895753
8.401595,-5.8916264,1.4113141
8.3039465,-6.1258764,-4.2474155
-1.9577675,-4.3140626,-2.2220948
-1.3749514,-2.39403,1.9728369
7.028805,-0.7635758,12.1265335
-3.9552276,1.0083116,-12.84663
6.469496,0.75410974,-3.5234852
2.797944,0.13823387,-8.028106
11.230953,1.7866933,4.1867785
-0.7677781,3.1112165,12.426017
7.8905725,-1.5683601,4.540134
-8.963726,0.6269523,6.873337
5.0100994,-2.3665855,1.3524961
12.259885,6.826964,2.492265
0.76406884,-5.257379,7.1250563
0.3079147,-5.9020734,8.240238
11.624541,0.17983575,5.9193454
0.5624055,4.8011527,-10.815371
-0.5835568,-2.099152,-7.9269915
-0.7310611,3.1797035,12.437531
5.7847652,1.183892,-10.665924
-0.5284985,11.167782,2.9488769
3.2204282,6.0085897,6.7316985
-9.039206,6.0143194,4.4090595
-2.4813945,-7.7390833,-4.3149877
-10.074465,8.325841,-1.4376118
9.230724,-6.011381,-0.47816214
5.765742,-7.2242146,-2.9052548
5.6749115,-7.1989107,-2.9763863
-2.7297225,2.1419432,8.879899
3.1941497,-4.272083,10.458105
4.2590218,5.251129,-2.311683
9.431538,-2.8476257,1.9719381
6.934068,6.4903316,7.3892155
-3.059936,10.587491,7.1336784
6.652415,6.5562778,7.14715
-3.8212006,0.20682397,1.8734332
8.848962,-2.6269503,-7.0246305
4.448391,-2.4830894,5.5408225
-4.541109,4.8554206,11.681934
4.524511,-5.7129793,-1.2683896
2.274151,-5.2788467,13.264592
3.079878,-4.41208,-6.646689
8.815813,-0.42113116,-8.388213
0.17625874,-6.1001887,7.9434185
-0.31750822,-4.142592,10.870652
1.9733533,2.3208284,6.211076
-10.778305,3.2118983,-1.0681877
0.33652976,-4.476003,2.465707
-10.937056,2.0306098,4.920059
9.655615,-9.262282,-2.237511
13.093532,-0.28779206,-0.35069793
1.0719609,-9.950397,-9.969436
2.2489982,-8.615598,9.863976
3.0481172,13.246253,-1.7143532
5.487892,-7.4171615,-2.703231
3.6174903,-1.0867447,1.2482306
-0.030897968,4.73546,5.692717
1.3523493,10.964414,6.3932815
0.09674924,-9.879894,-2.9525802
8.954551,-5.8797603,-5.4954896
8.757765,4.4939723,7.3327417
0.9007958,-3.4846454,5.688452
2.8479242,-12.144243,1.5362886
5.3062234,-1.0485693,-1.9167485
-4.2013674,-4.893641,0.047720455
-1.9768189,-13.181802,-5.7356725
6.1647587,-11.275716,0.7119659
1.9158012,-0.11353095,14.252783
1.7077032,-8.714087,4.569236
3.9782078,3.5481088,-4.154623
3.8953657,-6.3734775,-10.75166
5.1129894,1.5827761,11.194632
-3.0168161,5.206692,-11.73971
-2.8295565,5.0090537,10.063824
3.192884,5.9777985,6.750367
10.619261,-5.99944,5.5013056
0.8550582,0.17536443,8.017305
2.2178977,-1.3661318,-7.0879507
0.91472244,-4.6913815,-5.201097
2.5675182,-0.58511496,1.9166505
5.1994696,2.586851,2.4044473
4.9378605,1.401627,11.187923
-2.7788262,-5.796922,4.4177256
6.0492296,-7.712448,-0.839392
8.576183,1.8668956,-5.12535
4.212353,11.0828905,1.9538606
8.289149,-8.525645,4.573262
0.02272707,2.8671036,-10.981676
5.1064577,4.71683,9.858069
-2.6744661,-4.1621304,-6.5900917
9.925512,2.5127091,5.126477
-10.839718,-4.2062454,-5.512436
-3.7458136,-0.7461574,2.6017265
4.284506,4.4149055,-2.0648735
11.236272,-6.709188,0.06806541
-4.428845,-2.590252,9.251018
9.572662,-5.605623,-0.41277793
5.951333,0.21534579,-2.3581607
4.900351,-1.7302371,-2.2615457
2.0747204,-8.415197,4.1023884
2.227529,-12.084299,-4.483983
5.0316854,1.4304452,11.226091
7.158272,0.96136427,-2.0566661
-1.4852184,-2.418456,12.147753
-8.43785,-2.661166,-8.095047
0.3846122,12.263687,0.29234037
9.020619,0.85468054,-0.079577714
-4.7997265,-12.118739,-3.2778563
1.8309683,3.4939497,-4.862408
8.820395,-0.5568769,-8.4997425
-0.6903753,11.012721,3.5386689
-6.2370343,-3.3561602,6.470335
4.800638,-1.2956642,-2.0779343
8.940564,-5.847387,-5.4942274
2.8564782,-5.153196,5.2383037
8.840552,-8.740353,3.4371307
12.205868,-2.214813,-5.9367623
11.167431,1.764582,4.6269326
7.4076996,3.9538546,-4.4772115
0.18818879,7.3829694,-4.3805327
7.9361124,8.52759,-0.80218333
12.071357,1.3316739,4.21299
-4.4661603,6.393631,3.2656536
2.9673033,-1.1286933,-9.0116005
8.956918,-5.8726077,-5.4906983
5.878233,1.8522186,-4.7477913
7.706474,-2.4737062,5.4903655
3.4878092,-3.8721354,9.141898
7.012259,-8.207142,5.9115953
2.4290414,-3.6536324,-2.9858468
2.065284,-8.927807,9.677324
2.7480197,-4.639024,7.9112997
-3.99787,4.1430826,-11.862284
-3.8517966,0.91730475,-12.848315
11.261502,1.7008408,3.9145396
4.415477,-1.421581,3.1131926
-2.388177,0.30351084,-12.927659
2.0692048,-8.912199,9.704679
-8.550732,-4.3622975,0.07382706
4.8958845,-4.1938963,-6.5724683
1.2404913,-6.9225264,0.06821236
-12.972234,-1.1493847,-3.086201
-4.0834246,-4.746059,7.6250377
-8.408072,5.680935,2.6480267
-3.6463969,12.687938,3.3831308
6.9336243,-6.6316967,2.4039795
-10.974732,-3.218279,5.164074
1.7752519,0.5227259,12.716455
4.0209713,-6.307052,-10.606348
0.29013968,-6.7714934,8.007066
-7.0022936,-3.4073834,-7.2940445
2.678479,1.4521307,10.340895
10.700543,-8.398905,-2.2277374
-0.023524592,-2.5997603,-5.86776
4.1213026,-8.901932,9.100946
2.2759976,-5.2806616,13.264065
4.84426,-5.497845,-1.2681214
10.637332,-1.3501593,4.0180907
2.046665,-8.940513,9.742814
3.4428377,-2.9001842,-2.7073379
-8.930399,0.56239605,5.317018
3.766005,2.9377608,0.83283997
-0.44763842,-6.6973834,-10.903523
-0.7676515,3.1045916,12.418352
-0.5427934,-12.339426,5.5726395
-1.1911602,10.051865,2.8210082
-9.053493,9.673769,-1.280897
8.054976,-6.8195124,-5.2279897
0.2998396,-4.0087976,-8.069953
7.712894,-5.646333,0.5976639
5.7960877,-6.26765,2.083992
-0.7683052,9.354326,-1.9522077
9.024444,5.388296,2.1779034
10.553812,7.077095,0.08351988
-0.38395864,12.149151,0.45258003
11.451912,-4.431066,-2.0919874
-2.453199,3.729565,-6.235732
7.554143,7.5009193,-0.9759506
-12.982338,-1.3344667,-2.8898754
5.4016814,2.0761073,6.032147
12.014686,-4.1900163,7.1255517
-5.75165,1.8939308,-8.180039
4.3524218,4.932435,-2.0912964
-4.730706,1.1564339,-2.4725962
0.18357417,-6.126053,7.942019
6.622852,0.80991465,-10.068722
11.284021,-6.032337,0.14722128
-6.4389877,-1.6438267,-1.7967528
-0.5568172,-2.3278542,-7.8009467
5.057886,5.652794,10.284998
-8.352162,0.5462718,-10.622386
2.2117603,-2.3635952,7.141459
1.8549271,-0.22020474,14.343157
-1.2707138,-11.240994,-1.0398725
9.412217,3.3135357,8.923858
5.618412,-1.1504561,11.730171
1.9073439,-3.768639,10.230839
0.6179605,13.7123575,-0.064155005
3.4926133,-3.8972747,9.152921
4.7228756,5.817197,-11.025382
-1.2497059,-9.77621,-6.230108
-5.885607,7.5394177,-7.1365504
4.486487,1.735073,-0.17379458
-7.5204287,5.924606,0.33944702
1.4609123,-1.5020659,10.439124
-5.4716177,-2.2211428,-2.34698
1.8821073,-0.104769744,14.27664
4.895002,-4.176955,-6.612959
11.770164,-4.6880093,5.2943583
-13.370534,-2.3159835,0.8925192
0.8291079,-2.969613,-4.717153
-9.923174,9.568934,-1.252741
-7.7164197,-9.921656,-4.329085
6.830914,-7.4655952,5.007205
9.501037,3.5492597,9.309408
-0.8183731,-9.6284275,1.7565511
9.611297,0.22872205,0.14830413
1.3040681,13.844435,-1.4820172
12.201048,-5.037029,5.2770796
-4.859649,8.1947155,-7.7440214
11.218779,8.885899,3.8577962
-3.8342223,10.285607,6.5540304
-4.0208488,0.42642316,-7.9347005
2.9135475,-12.157589,1.5488303
8.461551,-7.255423,-1.8029708
-2.6067405,1.7560351,6.556536
-8.449162,-2.6608565,-8.072096
-3.9647834,4.0380015,-12.016145
-5.535464,12.789177,-3.4716554
-7.596082,-1.110374,-3.0351212
-7.446242,4.1877823,11.2441225
-2.5906458,1.7462891,6.572502
1.6927859,-7.2956057,4.6890182
-11.764319,5.864281,-0.46506622
2.834662,5.0727663,9.2311535
4.809837,4.216477,9.145109
5.1190915,0.7819762,10.88567
-12.062672,2.1634853,4.097449
-3.630874,-9.935447,6.132565
-7.048536,-3.4855013,7.3096676
-11.761616,5.8621745,-0.42481965
-8.823027,8.430637,0.25081357
-2.0330055,7.5434823,0.875549
-5.047652,5.7030993,5.7402563
-8.478885,4.0876813,2.3114672
4.533371,-5.7265453,-1.2591306
7.367387,0.13676412,7.848668
7.488572,-7.0268035,-1.5310673
9.155066,-2.763623,-8.653949
3.0306377,-7.677185,-4.656491
3.986703,0.7869807,-7.3015275
7.1487217,2.7850323,0.4306803
1.1568555,-7.6422753,9.812109
2.069452,-8.96274,9.720319
-6.688758,-4.421699,-9.533663
2.6112506,-9.026224,9.679454
1.7738413,0.56351525,12.73172
8.873496,-0.4996164,-8.464256
7.6035657,-3.2164123,-0.345024
3.7715905,-9.370588,-1.0879205
10.53575,0.07599724,5.32202
-1.3956199,-13.119619,2.8125944
11.430496,-6.83037,0.060209326
12.083345,-6.0767155,5.540077
-0.035945654,2.0760372,4.692035
6.544275,9.552893,-0.5939802
1.0348042,4.4354005,-11.220009
7.92511,6.0927196,-6.416817
-7.4095564,-1.5803826,-11.161307
5.179166,-1.4968328,-1.5495142
2.2380192,-11.286062,-1.8368657
0.14033782,-2.0931292,-7.311
-10.981569,5.4584646,-6.2012315
5.743172,-7.2572327,-3.0366402
6.6183443,6.566575,7.1520514
-7.096036,-3.482581,7.337684
0.59451365,-4.8270383,-6.659613
5.1200237,0.78839517,10.88705
1.090045,0.078049056,10.818674
-2.7423518,2.1392653,8.8771105
-8.799037,8.827637,1.7928421
7.6831365,-1.5506004,4.340492
-3.724371,-10.115445,3.741027
10.145582,2.0947998,-3.7774088
1.7578938,-1.5764744,-10.908409
9.399486,3.5073557,9.161599
8.38978,9.609815,3.372902
-3.4685056,4.0497003,-7.1656284
-3.742493,-3.1499534,7.671282
4.4623027,5.2620764,-6.130814
4.0311317,7.8677926,-0.32431582
-6.426287,-3.3660502,2.8062484
10.513135,-8.677416,-2.7876866
-0.27167055,-0.310373,-9.937143
5.3826256,-5.610494,-1.5755751
2.302213,-8.558364,9.896358
8.969,5.4112225,2.2033856
2.8812985,5.0379105,9.228965
7.4149356,-1.9318801,4.2960124
8.644438,-2.593207,-7.213383
7.5226912,3.1973646,7.046642
-0.29858658,-0.3674498,-9.942026
-0.26790467,-6.7203355,-9.353583
3.459735,6.844885,7.0408635
7.7883034,-5.0928817,-2.9044995
9.300629,-6.1906724,-5.4870596
11.169458,1.7833171,4.7288723
6.6045504,6.5513988,7.0979185
3.746575,0.37947944,-11.090964
14.749657,0.5436886,0.20442076
-5.725647,3.387394,6.6434374
6.6258836,-1.3078586,3.5080833
2.2874002,-5.271793,13.263331
3.0452125,-5.0480223,13.255638
2.5467877,-9.058922,9.753333
4.0625353,-8.9007225,9.110279
2.1686108,-6.2965693,0.09680731
-5.2623234,7.571122,-3.3954532
-5.110326,-3.9759727,10.931458
3.4908662,-3.885959,9.132237
-0.13295017,-3.9877744,10.941812
0.25052193,-6.069585,8.056051
8.938001,-7.1613216,-6.658142
1.3440697,13.759934,-1.5192856
6.8904524,10.207018,-4.8232465
7.2020226,7.989356,0.6542688
2.1997893,-8.734613,8.458116
-11.760181,5.8538914,-0.45726147
4.9513016,-4.1524696,-6.6208034
-3.487218,0.21066292,-10.485669
0.68675387,-10.052509,-9.8766
-2.7301762,-4.7490587,-11.766197
-2.7355416,10.774295,5.82638
3.562605,1.5710099,-0.3893683
8.923497,1.8775618,-4.7350497
0.7271145,-0.43437004,0.05046122
6.219798,3.5421362,-4.4698577
-8.957373,0.12997943,-0.06749025
-4.404314,-3.8375716,11.15666
11.2308445,1.8093432,4.36737
5.016269,1.3497688,11.209707
-1.6354842,4.232834,5.8634067
6.57422,-2.0622888,8.588274
3.848116,3.6570528,-11.130284
-8.831015,-4.8096824,-0.98500234
-6.949978,-0.82931626,-3.7945156
4.0306935,-3.079476,5.8928885
12.938307,-4.570758,4.282292
1.2077711,-4.0471253,-3.1229339
-0.07726855,3.7717812,-4.8119206
-0.43027562,2.6606376,12.220123
-10.664396,5.2680182,-5.93893
-5.847622,11.300102,-4.8746033
3.1150703,-5.278952,8.619545
5.069892,4.4196963,10.258496
-0.53509897,-12.304565,5.6495175
5.760055,-7.28882,-3.0576646
2.2131014,-5.34822,13.262063
-0.16904928,-3.9876888,-5.452409
6.605969,5.6608043,6.2087383
3.8985157,-9.436933,-2.181387
0.82182634,0.4963278,0.95626044
-9.853483,-4.2984157,-2.9163933
-2.7439783,10.78887,5.8822265
0.96586025,-0.5154614,14.6884985
5.58801,2.348264,2.846344
-0.3826288,12.160025,0.42504275
2.0372682,-8.929882,9.679012
2.273834,9.40174,-7.435783
-2.6059349,-9.864263,-5.3282313
3.9511924,1.7953955,6.5140405
-2.857586,-4.569576,-12.373412
0.19755863,-9.878646,-2.9335492
11.605019,0.19516091,-0.522017
5.483454,-1.2601457,9.448896
1.7829759,-3.795699,10.166623
6.7079444,1.2970972,-10.009664
9.555089,3.2198834,9.013152
-0.73214006,2.7663019,11.450239
-10.827135,3.0929272,-1.6239463
2.320497,-3.2990108,-2.9596975
-2.3124576,-6.002218,2.323648
-0.13221572,1.981669,-10.470368
6.993463,8.033566,-0.27058804
3.5250223,-2.0148149,0.7022285
-1.5642798,-12.698028,-5.8262067
0.72637886,3.5718389,11.509593
3.9040997,7.1482196,5.2391634
6.43522,6.094019,-5.4233546
-8.870943,0.8767065,5.517912
-2.8329852,-5.2934093,9.698961
-6.4307714,-10.855972,-5.781265
-0.75327855,3.1053193,12.415753
1.1131889,6.767789,10.619868
-10.012033,8.433226,-1.5277295
-0.4629771,12.102272,0.41449162
2.5659876,-11.982294,-5.224559
-0.26122975,-0.3208678,-10.011046
8.223781,-8.484123,4.262523
6.592887,6.531802,7.188194
-6.319936,0.66921693,10.904513
